Company_Cleaned,Sub_Sector,Headquarters,Amount_Cr,Funding_Round_Type,Lead_Investors,Year,Month,Sector,city,state,country,Month_Num,Day,Date,Quarter,FY,Cumulative_Funding_Prior,HQ_Sector,Rolling_6m_Funding_Lagged,Rolling_6m_Rounds_Lagged,Rolling_6m_Median_Size_Lagged,Rolling_12m_Funding_Lagged,Rolling_12m_Rounds_Lagged,Rolling_12m_Median_Size_Lagged,Rolling_6m_Funding_Lagged_Missing,Rolling_6m_Rounds_Lagged_Missing,Rolling_6m_Median_Size_Lagged_Missing,Rolling_12m_Funding_Lagged_Missing,Rolling_12m_Rounds_Lagged_Missing,Rolling_12m_Median_Size_Lagged_Missing
streak,Technology,Bangalore,2.94,Other,"Indian Fintech Fund, Rainmatter",2018,January,Enterprise / Saas,Bangalore,Karnataka,India,1,5,2018-01-05,4,2017,3.11,Bangalore | Enterprise / Saas,1589.77,28.0,49.8,2242.55,53.0,34.86,0,0,0,0,0,0
streamoid,Visual Search And Discovery,Bangalore,8.3,Seed,Unknown,2015,December,Others,Bangalore,Karnataka,India,12,2,2015-12-02,3,2015,2.94,Bangalore | Others,2306.33,17.0,37.35,5794.2,26.0,26.98,0,0,0,0,0,0
stridalyzer,Other,Unknown,0.26,Other,Kickstarter,2015,January,Others,Nan,Nan,Nan,1,12,2015-01-12,4,2014,8.3,Unknown | Others,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
stride green,Green Sme Loans,Haryana,29.05,Seed,"Incubate Fund India, Micelio Tech Fund",2025,June,Fintech,Nan,Haryana,India,6,12,2025-06-12,1,2025,0.26,Haryana | Fintech,174.3,2.0,87.15,174.3,2.0,87.15,0,0,0,0,0,0
stride ventures,Venture Capitalist,Delhi,664.0,Unknown,Small Industries Development Bank Of India,2020,November,Enterprise / Saas,Delhi,Delhi,India,11,12,2020-11-12,3,2020,29.05,Delhi | Enterprise / Saas,374.49,10.0,34.26,1029.04,18.0,28.11,0,0,0,0,0,0
strike,Consumer Internet,Bangalore,0.19,Seed,Multiple Investors Through Ten Minute Million Competition,2016,February,Consumer Internet,Bangalore,Karnataka,India,2,2,2016-02-02,4,2015,664.0,Bangalore | Consumer Internet,1858.35,22.0,25.32,7938.1,28.0,35.69,0,0,0,0,0,0
strip finance,Fintech,Hyderabad,3.32,Seed,"Nothing Research, Old Fashion Research, Tenzor Capital",2021,September,Fintech,Hyderabad,Telangana,India,9,6,2021-09-06,2,2021,0.19,Hyderabad | Fintech,108.32,6.0,8.09,319.97,8.0,26.14,0,0,0,0,0,0
studio sirah,Computer Games,Bangalore,6.64,Unknown,Lumikai,2021,August,Media / Entertainment / Gaming,Bangalore,Karnataka,India,8,5,2021-08-05,2,2021,3.32,Bangalore | Media / Entertainment / Gaming,46.48,4.0,10.38,46.48,4.0,10.38,0,0,0,0,0,0
stuffed,Quick Restaurant & Online Delivery,Mumbai,3.2,Seed,Riqueza Capital,2015,November,Foodtech,Mumbai,Maharashtra,India,11,16,2015-11-16,3,2015,6.64,Mumbai | Foodtech,147.22,7.0,25.73,147.22,7.0,25.73,0,0,0,0,0,0
stylecracker,Personalized Styling,Mumbai,8.3,Private Equity,Group Of Hni Investors,2015,September,Others,Mumbai,Maharashtra,India,9,18,2015-09-18,2,2015,3.2,Mumbai | Others,278.97,12.0,12.04,278.97,12.0,12.04,0,0,0,0,0,0
styledotme,Consumer Internet,Delhi,0.31,Seed,Indian Angel Network,2016,February,Consumer Internet,Delhi,Delhi,India,2,19,2016-02-19,4,2015,8.3,Delhi | Consumer Internet,620.76,10.0,47.63,664.34,13.0,25.84,0,0,0,0,0,0
styledotme,Fashion,Gurgaon,3.88,Pre-Series A,Survam Partners,2020,July,Consumer Goods / D2C,Gurgaon,Haryana,India,7,11,2020-07-11,2,2020,0.31,Gurgaon | Consumer Goods / D2C,124.5,1.0,124.5,124.5,1.0,124.5,0,0,0,0,0,0
styletag,Designer Fashion Jewellery,Bangalore,62.25,Seed,Jitu Virwani,2015,November,Consumer Goods / D2C,Bangalore,Karnataka,India,11,21,2015-11-21,3,2015,4.19,Bangalore | Consumer Goods / D2C,16.6,1.0,16.6,16.6,1.0,16.6,0,0,0,0,0,0
stylework,Coworking,Gurgaon,4.15,Pre-Series A,Inflection Point Ventures,2021,March,Others,Gurgaon,Haryana,India,3,6,2021-03-06,4,2020,62.25,Gurgaon | Others,223.51,8.0,17.06,768.24,20.0,17.06,0,0,0,0,0,0
stylofie,Healthcare,Gurgaon,2.08,Seed,Swastika,2015,November,Healthtech,Gurgaon,Haryana,India,11,26,2015-11-26,3,2015,4.15,Gurgaon | Healthtech,51.05,2.0,25.52,51.05,2.0,25.52,0,0,0,0,0,0
stylox,Consumer Goods > Apparel,Haryana,2.82,Seed,Thefef.Net,2025,October,Consumer Internet,Nan,Haryana,India,10,8,2025-10-08,3,2025,2.08,Haryana | Consumer Internet,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
sucseed,Fintech,Hyderabad,10.79,Unknown,"Dr. Moti Vyas, Udit Goyal",2020,January,Fintech,Hyderabad,Telangana,India,1,19,2020-01-19,4,2019,2.82,Hyderabad | Fintech,215.8,3.0,49.8,215.8,3.0,49.8,0,0,0,0,0,0
sucseed indovation,Fintech,Hyderabad,41.5,Unknown,Unknown,2020,December,Fintech,Hyderabad,Telangana,India,12,7,2020-12-07,3,2020,10.79,Hyderabad | Fintech,275.73,6.0,27.27,275.73,6.0,27.27,0,0,0,0,0,0
sugar cosmetics,Cosmetics,Mumbai,16.6,Debt,"A91 Partners, Rb Investments Pte. Ltd",2020,October,Consumer Goods / D2C,Mumbai,Maharashtra,India,10,10,2020-10-10,3,2020,41.5,Mumbai | Consumer Goods / D2C,603.5,11.0,5.68,606.82,12.0,3.32,0,0,0,0,0,0
sugar cosmetics,Ecommerce,Mumbai,41.5,Unknown,Anicut Capital,2025,July,Ecommerce / Retail,Mumbai,Maharashtra,India,7,3,2025-07-03,2,2025,16.6,Mumbai | Ecommerce / Retail,752.83,8.0,16.98,7078.73,17.0,84.15,0,0,0,0,0,0
sugarbox,Technology,Mumbai,568.76,Unknown,Zee Entertainment Enterprises Limited,2020,April,Enterprise / Saas,Mumbai,Maharashtra,India,4,20,2020-04-20,1,2020,58.1,Mumbai | Enterprise / Saas,4281.88,19.0,109.43,6493.0,36.0,75.11,0,0,0,0,0,0
sugarfit,Healthcare,Bangalore,83.0,Unknown,"Cure.Fit, Endiya Partners, Tanglin Venture",2021,September,Healthtech,Bangalore,Karnataka,India,9,10,2021-09-10,2,2021,568.76,Bangalore | Healthtech,9910.45,20.0,132.8,10873.59,36.0,71.8,0,0,0,0,0,0
suite42,Food,Bangalore,35.69,Seed,Sujeet Kumar And All In Capital,2022,September,Foodtech,Bangalore,Karnataka,India,9,6,2022-09-06,2,2022,83.0,Bangalore | Foodtech,7920.89,11.0,203.35,16499.77,22.0,203.35,0,0,0,0,0,0
sukoon,Proffesional,Karachi,12.45,Seed,Crescent Ventures And Dotzero Ventures,2022,November,Others,Karachi,Sindh,Pakistan,11,9,2022-11-09,3,2022,35.69,Karachi | Others,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
sukoon unlimited,Agetech,Bangalore,4.0,Pre-Seed,"Anchorage Capital Partners, Manish Dureja, Others, Viunknowny Jain",2025,January,Enterprise / Saas,Bangalore,Karnataka,India,1,23,2025-01-23,4,2024,12.45,Bangalore | Enterprise / Saas,2991.8,25.0,77.72,9234.22,47.0,61.0,0,0,0,0,0,0
sulekhacom,Online Classifieds & Listings,Chennai,232.4,Private Equity,Gic Ventures,2015,April,Consumer Internet,Chennai,Tamil Nadu,India,4,7,2015-04-07,1,2015,4.0,Chennai | Consumer Internet,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
sumeru,Technology,Bangalore,8.3,Seed,Undisclosed Investors,2017,May,Enterprise / Saas,Bangalore,Karnataka,India,5,18,2017-05-18,1,2017,232.4,Bangalore | Enterprise / Saas,564.38,23.0,13.49,1485.21,45.0,8.3,0,0,0,0,0,0
sumeru,Technology,Bangalore,7.47,Seed,Unknown Investors,2017,November,Enterprise / Saas,Bangalore,Karnataka,India,11,5,2017-11-05,3,2017,8.3,Bangalore | Enterprise / Saas,1168.14,22.0,44.82,1732.52,45.0,25.32,0,0,0,0,0,0
summerlabel,Consumer Internet,Gurgaon,1.25,Seed,"Aneesh Seth, Tushar Mittal",2017,March,Consumer Internet,Gurgaon,Haryana,India,3,28,2017-03-28,4,2016,15.77,Gurgaon | Consumer Internet,640.73,20.0,10.9,1523.91,38.0,8.3,0,0,0,0,0,0
sun mobility,Automotive,Bangalore,415.0,Unknown,Vitol,2021,October,Mobility / Automotive / Ev,Bangalore,Karnataka,India,10,20,2021-10-20,3,2021,1.25,Bangalore | Mobility / Automotive / Ev,3000.66,13.0,25.16,3548.02,21.0,27.92,0,0,0,0,0,0
sunday,Fintech,Bangkok,74.7,Other,"Line Ventures, Scb 10X",2020,January,Fintech,Bangkok,Nan,Thailand,1,16,2020-01-16,4,2019,415.0,Bangkok | Fintech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
sunday design,Manufacturing,Delhi,23.24,Seed,Qrg Investments And Holdings And Kc/Llc,2022,August,Others,Delhi,Delhi,India,8,16,2022-08-16,2,2022,74.7,Delhi | Others,3106.86,10.0,71.59,4737.1,18.0,14.53,0,0,0,0,0,0
sunday realty,For Property Brokers,Mumbai,6.52,Seed,"Jay Srinivasan, Ramesh Jogani, Shailesh Viswaunknownthan",2015,August,Real Estate / Proptech,Mumbai,Maharashtra,India,8,4,2015-08-04,2,2015,23.24,Mumbai | Real Estate / Proptech,24.9,1.0,24.9,24.9,1.0,24.9,0,0,0,0,0,0
sunfox,Healthcare,Dehradun,15.0,Pre-Series A,"Others, Venture Catalysts",2024,August,Healthtech,Dehradun,Uttarakhand,India,8,7,2024-08-07,2,2024,6.52,Dehradun | Healthtech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
sunstone,Vacational Education,Gurgaon,565.23,Series C,Alteria Capital And Westbridge Capital,2022,August,Edtech,Gurgaon,Haryana,India,8,12,2022-08-12,2,2022,15.0,Gurgaon | Edtech,8.3,1.0,8.3,8.3,1.0,8.3,0,0,0,0,0,0
sunstone eduversity,Edtech,Gurgaon,12.45,Seed,"Letsventure, Prime Venture Partners, Ps1 Venture And Globallogic Counknownfounder Rajul Garg",2019,November,Enterprise / Saas,Gurgaon,Haryana,India,11,20,2019-11-20,3,2019,565.23,Gurgaon | Enterprise / Saas,1249.41,8.0,37.5,1316.75,16.0,7.4,0,0,0,0,0,0
sunstone eduversity,Edtech,Gurgaon,24.9,Series A,Prime Venture Partners,2020,January,Enterprise / Saas,Gurgaon,Haryana,India,1,1,2020-01-01,4,2019,12.45,Gurgaon | Enterprise / Saas,465.06,8.0,37.5,1482.89,16.0,14.68,0,0,0,0,0,0
sunstone eduversity,Edtech,Gurgaon,232.4,Series B,Westbridge Capital,2021,October,Enterprise / Saas,Gurgaon,Haryana,India,10,7,2021-10-07,3,2021,37.35,Gurgaon | Enterprise / Saas,1394.82,21.0,21.79,2105.3,32.0,23.03,0,0,0,0,0,0
sunsure energy,Renewable Energy,Haryana,226.0,Debt,Tata Capital,2024,September,Climate / Cleantech / Energy,Nan,Haryana,India,9,12,2024-09-12,2,2024,269.75,Haryana | Climate / Cleantech / Energy,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
super bottoms,Other,Thane,45.65,Series A,Dsg Consumer Partners And Saama Capital,2022,May,Others,Mumbai,Maharashtra,India,5,4,2022-05-04,1,2022,226.0,Thane | Others,8.3,1.0,8.3,8.3,1.0,8.3,0,0,0,0,0,0
super scholar,Edtech,Mumbai,3.32,Unknown,"2Am Vc, Astir Vc, Magic Fund",2022,January,Enterprise / Saas,Mumbai,Maharashtra,India,1,27,2022-01-27,4,2021,45.65,Mumbai | Enterprise / Saas,2620.73,26.0,67.23,6212.64,41.0,34.65,0,0,0,0,0,0
super surfaces,Deisgning,Hyderabad,4.15,Series A,Vishnu Reddy,2020,January,Others,Hyderabad,Telangana,India,1,6,2020-01-06,4,2019,3.32,Hyderabad | Others,253.9,6.0,7.06,255.27,7.0,4.15,0,0,0,0,0,0
superbottoms,Consumer Goods,Mumbai,3.32,Unknown,Alteria Capital,2021,November,Consumer Internet,Mumbai,Maharashtra,India,11,10,2021-11-10,3,2021,4.15,Mumbai | Consumer Internet,2655.17,11.0,78.85,4977.8,30.0,68.47,0,0,0,0,0,0
superfone,Smb Crm,Bangalore,15.77,Pre-Series A,"Angel Investors, Ankur Capital, Finsight Seed Fund, Yournest Venture Capital",2024,December,Others,Bangalore,Karnataka,India,12,2,2024-12-02,3,2024,3.32,Bangalore | Others,4003.77,17.0,99.92,8273.52,29.0,99.92,0,0,0,0,0,0
supergaming,Video Games,Pune,10.79,Seed,Dream Incubator,2019,November,Media / Entertainment / Gaming,Pune,Maharashtra,India,11,16,2019-11-16,3,2019,15.77,Pune | Media / Entertainment / Gaming,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
supergaming,Gaming,Pune,45.65,Unknown,"1Up Ventures, Aet Fund, Bace Capital, Dream Incubator, Skycatcher",2021,August,Others,Pune,Maharashtra,India,8,5,2021-08-05,2,2021,10.79,Pune | Others,316.65,7.0,6.22,335.33,9.0,6.22,0,0,0,0,0,0
supergaming,Gaming,Pune,45.65,Series A,"1Up Ventures, Aet Fund, Bace Capital, Dream Incubator, Skycatcher",2021,August,Others,Pune,Maharashtra,India,8,5,2021-08-05,2,2021,56.44,Pune | Others,316.65,7.0,6.22,335.33,9.0,6.22,0,0,0,0,0,0
supergaming,Media & Entertainment,Pune,124.5,Series A,"Skycatcher, Steadview Capital",2025,August,Healthtech,Pune,Maharashtra,India,8,2,2025-08-02,2,2025,102.09,Pune | Healthtech,674.91,6.0,116.2,1655.56,13.0,36.52,0,0,0,0,0,0
superhero brands,Character Merchandize Sales,Mumbai,4.48,Seed,Dsg Consumer Partners,2015,November,Others,Mumbai,Maharashtra,India,11,17,2015-11-17,3,2015,226.59,Mumbai | Others,314.12,18.0,9.13,314.12,18.0,9.13,0,0,0,0,0,0
superk,Retail,Small Towns,6.64,Seed,Strive Vc,2021,April,Ecommerce / Retail,Nan,Nan,Nan,4,17,2021-04-17,1,2021,4.48,Small Towns | Ecommerce / Retail,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
superk,Retail,Small Towns,45.65,Pre-Series A,021 Capital,2022,March,Ecommerce / Retail,Nan,Nan,Nan,3,14,2022-03-14,4,2021,6.64,Small Towns | Ecommerce / Retail,6.64,1.0,6.64,6.64,1.0,6.64,0,0,0,0,0,0
superk,Consumer,Bangalore,95.45,Series B,3State Ventures,2025,July,Consumer Internet,Bangalore,Karnataka,India,7,15,2025-07-15,2,2025,52.29,Bangalore | Consumer Internet,409.92,6.0,19.15,2889.05,22.0,22.26,0,0,0,0,0,0
supermoney,Fintech,Mumbai,8.3,Pre-Series A,Unitus Ventures.,2020,February,Fintech,Mumbai,Maharashtra,India,2,26,2020-02-26,4,2019,147.74,Mumbai | Fintech,2646.97,16.0,95.86,8424.61,24.0,132.38,0,0,0,0,0,0
superops,It Management Saas,Chennai,207.5,Series C,"Lee Fixel’S Addition, March Capital, Z47",2025,January,Enterprise / Saas,Chennai,Tamil Nadu,India,1,1,2025-01-01,4,2024,8.3,Chennai | Enterprise / Saas,3663.72,7.0,39.42,4439.77,22.0,34.86,0,0,0,0,0,0
superopsai,Ai,Chennai,24.9,Seed,"Elevation Capital, Ramakant Sharma",2021,May,Artificial Intelligence,Chennai,Tamil Nadu,India,5,14,2021-05-14,1,2021,207.5,Chennai | Artificial Intelligence,0.83,1.0,0.83,0.83,1.0,0.83,0,0,0,0,0,0
superopsai,Computer Software,Chennai,116.2,Series A,"Addition, Tanglin Ventures",2022,January,Enterprise / Saas,Chennai,Tamil Nadu,India,1,9,2022-01-09,4,2021,24.9,Chennai | Enterprise / Saas,458.99,10.0,21.16,823.14,20.0,27.59,0,0,0,0,0,0
superplum,Agritech,Noida,31.54,Pre-Series A,Marquee Investors,2021,June,Agritech,Noida,Uttar Pradesh,India,6,20,2021-06-20,1,2021,141.1,Noida | Agritech,246.51,4.0,31.96,246.51,4.0,31.96,0,0,0,0,0,0
superproai,Video Communication,Bangalore,24.9,Seed,"Omphalos Ventures India, Sosv",2021,April,Media / Entertainment / Gaming,Bangalore,Karnataka,India,4,27,2021-04-27,1,2021,31.54,Bangalore | Media / Entertainment / Gaming,21.58,3.0,4.15,21.58,3.0,4.15,0,0,0,0,0,0
supersourcing,Software,Indore,1.66,Seed,"Dr Ritesh Malik, Vijay Shekhar Sharma",2021,February,Enterprise / Saas,Indore,Madhya Pradesh,India,2,16,2021-02-16,4,2020,24.9,Indore | Enterprise / Saas,35.27,4.0,8.3,35.27,4.0,8.3,0,0,0,0,0,0
supersquad,Creator Monetization,Mumbai,2.1,Unspecified Round,"Jivraj Singh Sachar, Nitin Rajput, Wldd",2024,September,Others,Mumbai,Maharashtra,India,9,20,2024-09-20,2,2024,1.66,Mumbai | Others,3693.69,9.0,180.52,7567.88,24.0,47.72,0,0,0,0,0,0
supertails,Pet Care,Bangalore,21.58,Pre-Series A,"Dsg Consumer Partners, Saama Capital",2021,June,Others,Bangalore,Karnataka,India,6,7,2021-06-07,1,2021,2.1,Bangalore | Others,9901.9,22.0,14.52,10642.92,36.0,17.7,0,0,0,0,0,0
supertails,Consumer,Bangalore,5.81,Unknown,Alteria Capital,2021,September,Consumer Internet,Bangalore,Karnataka,India,9,1,2021-09-01,2,2021,21.58,Bangalore | Consumer Internet,3509.08,20.0,28.01,6505.1,33.0,25.84,0,0,0,0,0,0
superyou,Fintech,Mumbai,50.0,Series A,"Counknownfounders Of Zerodhaunknownbacked Venture Firm Rainmatter, Nithin And Nikhil Kamath",2024,December,Fintech,Mumbai,Maharashtra,India,12,13,2024-12-13,3,2024,27.39,Mumbai | Fintech,1224.18,11.0,48.8,10255.41,22.0,110.39,0,0,0,0,0,0
superzop,Retail,Mumbai,33.2,Series A,Incofin’S India Progress Fund,2021,September,Ecommerce / Retail,Mumbai,Maharashtra,India,9,17,2021-09-17,2,2021,50.0,Mumbai | Ecommerce / Retail,1132.12,8.0,47.31,8076.29,16.0,47.31,0,0,0,0,0,0
supplified,Ecommerce,Delhi,8.3,Seed,Mohit Goel,2016,March,Ecommerce / Retail,Delhi,Delhi,India,3,4,2016-03-04,4,2015,33.2,Delhi | Ecommerce / Retail,11793.72,18.0,28.22,11793.72,18.0,28.22,0,0,0,0,0,0
supply6,Helathcare,Bangalore,0.83,Seed,"India Cxo Fund, Rohit Goutamchand",2021,February,Others,Bangalore,Karnataka,India,2,7,2021-02-07,4,2020,8.3,Bangalore | Others,1001.22,21.0,21.79,2311.47,37.0,25.94,0,0,0,0,0,0
supply6,Ecommerce,Bangalore,9.13,Seed,Zeropearl Vc,2025,September,Ecommerce / Retail,Bangalore,Karnataka,India,9,21,2025-09-21,2,2025,0.83,Bangalore | Ecommerce / Retail,3774.49,17.0,162.25,10029.44,35.0,66.4,0,0,0,0,0,0
supplynote,Saas,Noida,4.15,Seed,"Mox, Sosv",2020,October,Enterprise / Saas,Noida,Uttar Pradesh,India,10,2,2020-10-02,3,2020,9.96,Noida | Enterprise / Saas,857.82,10.0,6.83,1057.43,16.0,17.02,0,0,0,0,0,0
supplynote,Food,Noida,9.96,Pre-Series A,Venture Catalysts,2021,October,Foodtech,Noida,Uttar Pradesh,India,10,20,2021-10-20,3,2021,4.15,Noida | Foodtech,1.81,1.0,1.81,1.81,1.0,1.81,0,0,0,0,0,0
supr daily,Consumer Internet,Mumbai,1.0,Seed,Y Combiunknowntor,2017,March,Consumer Internet,Mumbai,Maharashtra,India,3,16,2017-03-16,4,2016,14.11,Mumbai | Consumer Internet,1593.11,26.0,11.41,3259.64,55.0,8.3,0,0,0,0,0,0
supr daily,Consumer Internet,Mumbai,12.45,Private Equity,"122 West Ventures, Great Oaks Ventures, Soma Capital",2017,May,Consumer Internet,Mumbai,Maharashtra,India,5,5,2017-05-05,1,2017,1.0,Mumbai | Consumer Internet,1754.5,29.0,21.37,3282.33,60.0,9.44,0,0,0,0,0,0
suraasa,Edtech,Gurgaon,49.8,Unspecified Round,"Ets Capital, Nb Ventures, Reach Capital, Trtl Ventures, Tsm Ventures",2024,October,Enterprise / Saas,Gurgaon,Haryana,India,10,18,2024-10-18,3,2024,13.45,Gurgaon | Enterprise / Saas,7632.4,9.0,12.45,10780.67,23.0,36.96,0,0,0,0,0,0
suryoday,Fintech,Mumbai,6.64,Unknown,"Gaja Capital, Kotak Life, Lok Capital",2020,January,Fintech,Mumbai,Maharashtra,India,1,11,2020-01-11,4,2019,49.8,Mumbai | Fintech,6794.38,8.0,144.0,11493.02,17.0,141.93,0,0,0,0,0,0
sushain wellness,Healthcare,Lucknow,2.0,Seed,Prajay Advisors Llp,2024,November,Healthtech,Lucknow,Uttar Pradesh,India,11,18,2024-11-18,3,2024,6.64,Lucknow | Healthtech,15.36,3.0,1.66,15.36,3.0,1.66,0,0,0,0,0,0
sust vest,Renewable Energy,Gurgaon,1.33,Unknown,Unknown,2022,May,Climate / Cleantech / Energy,Gurgaon,Haryana,India,5,19,2022-05-19,1,2022,2.0,Gurgaon | Climate / Cleantech / Energy,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
sustainiam,Climate,Bangalore,12.04,Initial Funding,"Harsh Vardhan Bhagchandka, Orios Venture Partners, Rajesh Sawhney, Shilpa Shetty Kundra, Vinit Bhansali",2024,December,Climate / Cleantech / Energy,Bangalore,Karnataka,India,12,21,2024-12-21,3,2024,1.33,Bangalore | Climate / Cleantech / Energy,3484.42,6.0,59.96,3484.42,6.0,59.96,0,0,0,0,0,0
sustainkart,Ecommerce,Hyderabad,4.15,Pre-Seed,India Accelerator,2022,January,Ecommerce / Retail,Hyderabad,Telangana,India,1,8,2022-01-08,4,2021,12.04,Hyderabad | Ecommerce / Retail,209.16,6.0,29.05,275.56,10.0,22.2,0,0,0,0,0,0
sustvest,Sustainable Investment,Gurgaon,14.11,Other,"Antler, Faad Network, Inflection Point Ventures, Soonicorn Ventures, Venture Catalysts, Weh Ventures",2024,December,Fintech,Gurgaon,Haryana,India,12,17,2024-12-17,3,2024,4.15,Gurgaon | Fintech,1064.69,9.0,116.86,6869.3,23.0,71.21,0,0,0,0,0,0
svami,Food,Mumbai,6.64,Unknown,"Niren Shah, Rukam Capital Trust",2020,November,Foodtech,Mumbai,Maharashtra,India,11,28,2020-11-28,3,2020,14.11,Mumbai | Foodtech,1373.22,8.0,38.62,1574.06,18.0,26.74,0,0,0,0,0,0
svastek,Medtech,Delhi,2.0,Seed,Ian Angel Fund,2025,January,Healthtech,Delhi,Delhi,India,1,11,2025-01-11,4,2024,6.64,Delhi | Healthtech,843.11,8.0,55.15,1555.6,21.0,46.85,0,0,0,0,0,0
svasti microfinance,Fintech,Mumbai,33.2,Unknown,"Kayenne Ventures, Nordic Microfiunknownnce Initiative",2021,March,Fintech,Mumbai,Maharashtra,India,3,7,2021-03-07,4,2020,2.0,Mumbai | Fintech,811.74,15.0,47.72,1161.48,21.0,30.86,0,0,0,0,0,0
svish,Consumer Goods,Gurgaon,3.32,Seed,Nueva,2021,October,Consumer Internet,Gurgaon,Haryana,India,10,12,2021-10-12,3,2021,33.2,Gurgaon | Consumer Internet,2903.98,15.0,78.54,6756.83,26.0,91.3,0,0,0,0,0,0
swageazy,Marketing,Gurgaon,5.81,Seed,Anicut Capital And Dhruv Toshniwal,2022,December,Marketing / Adtech,Gurgaon,Haryana,India,12,20,2022-12-20,3,2022,3.32,Gurgaon | Marketing / Adtech,14.11,2.0,7.06,14.11,2.0,7.06,0,0,0,0,0,0
swageazy,Marketing,Gurgaon,581.0,Seed,Anicut Capital And Dhruv Toshniwal,2022,December,Marketing / Adtech,Gurgaon,Haryana,India,12,20,2022-12-20,3,2022,5.81,Gurgaon | Marketing / Adtech,14.11,2.0,7.06,14.11,2.0,7.06,0,0,0,0,0,0
swajal,Innovative Water,Gurgaon,9.96,Private Equity,Abhishek Gupta,2015,July,Others,Gurgaon,Haryana,India,7,17,2015-07-17,2,2015,586.81,Gurgaon | Others,55.61,3.0,25.32,55.61,3.0,25.32,0,0,0,0,0,0
swajal,Water Purification,Gurgaon,13.28,Pre-Series A,"Acpl Exports, Rajasthan Venture Capital Fund",2021,February,Others,Gurgaon,Haryana,India,2,2,2021-02-02,4,2020,9.96,Gurgaon | Others,414.41,8.0,37.8,738.36,18.0,17.51,0,0,0,0,0,0
swara fincare,Fintech,Delhi,19.4,Series A,Serica Angel Fund And Uc Impower,2024,October,Fintech,Delhi,Delhi,India,10,24,2024-10-24,3,2024,23.24,Delhi | Fintech,4771.68,10.0,67.23,9106.15,24.0,41.5,0,0,0,0,0,0
sweet karam coffee,Foods And Beverages,Chennai,66.4,Series A,Peak Xv Partners,2025,April,Foodtech,Chennai,Tamil Nadu,India,4,3,2025-04-03,1,2025,19.4,Chennai | Foodtech,3401.2,6.0,9.13,3560.32,11.0,9.13,0,0,0,0,0,0
swiflearn,Edtech,Gurgaon,24.9,Pre-Series A,"Stellaris Venture Partners, Venture Highway",2021,June,Enterprise / Saas,Gurgaon,Haryana,India,6,6,2021-06-06,1,2021,66.4,Gurgaon | Enterprise / Saas,550.29,12.0,17.64,1200.18,18.0,24.9,0,0,0,0,0,0
swiggy,Online Food Delivery,Bangalore,16.6,Private Equity,"Accel, Saif Partners",2015,April,Foodtech,Bangalore,Karnataka,India,4,19,2015-04-19,1,2015,24.9,Bangalore | Foodtech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
swiggy,Online Food Delivery,Bangalore,124.5,Private Equity,Norwest Venture Partners,2015,May,Foodtech,Bangalore,Karnataka,India,5,17,2015-05-17,1,2015,16.6,Bangalore | Foodtech,26.98,2.0,13.49,26.98,2.0,13.49,0,0,0,0,0,0
swiggy,Online Food Ordering,Bangalore,136.95,Private Equity,"Accel, Norwest Venture Partners, Saif Partners",2015,June,Foodtech,Bangalore,Karnataka,India,6,12,2015-06-12,1,2015,141.1,Bangalore | Foodtech,159.78,4.0,39.95,159.78,4.0,39.95,0,0,0,0,0,0
swiggy,Consumer Internet,Bangalore,290.5,Private Equity,"Existing Investors, Harmony Partners, Rb Investments",2016,January,Consumer Internet,Bangalore,Karnataka,India,1,4,2016-01-04,4,2015,278.05,Bangalore | Consumer Internet,7088.62,14.0,35.69,7358.37,19.0,41.5,0,0,0,0,0,0
swiggy,Consumer Internet,Bangalore,58.1,Private Equity,"Accel, Dst Global, Norwest Venture Partners",2016,May,Consumer Internet,Bangalore,Karnataka,India,5,2,2016-05-02,1,2016,568.55,Bangalore | Consumer Internet,2003.54,41.0,8.3,8844.4,52.0,14.52,0,0,0,0,0,0
swiggy,Consumer Internet,Bangalore,124.5,Private Equity,Bessemer Venture Partners,2016,September,Consumer Internet,Bangalore,Karnataka,India,9,11,2016-09-11,2,2016,626.65,Bangalore | Consumer Internet,2098.91,51.0,9.13,3535.73,79.0,9.13,0,0,0,0,0,0
swiggy,Consumer Internet,Bangalore,664.0,Private Equity,"Accel, Bessemer Venture Partners, Harmony Partners, Nasper, Norwest Venture Partners, Saif Partners",2017,May,Consumer Internet,Bangalore,Karnataka,India,5,14,2017-05-14,1,2017,751.15,Bangalore | Consumer Internet,6235.16,40.0,11.73,8546.55,88.0,13.18,0,0,0,0,0,0
