Company_Cleaned,Sub_Sector,Headquarters,Amount_Cr,Funding_Round_Type,Lead_Investors,Year,Month,Sector,city,state,country
applicate,Workforce Management Software,Bangalore,4.57,Seed,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",2015,May,Enterprise / SaaS,Bangalore,Karnataka,India
world art community,Online Art,Gurgaon,1.66,Seed,"Viraj Tyagi, Others",2015,May,Consumer Internet,Gurgaon,Haryana,India
spoonjoy,Online Food Delivery,Bangalore,8.3,Seed,Saif Partners,2015,May,FoodTech,Bangalore,Karnataka,India
seed schools,Affordable Education,Hyderabad,5.39,Seed,Acumen Fund,2015,May,EdTech,Hyderabad,Telangana,India
ignis careers,Career Development,Hyderabad,2.08,Seed,Acumen Fund,2015,May,Mobility / Automotive / EV,Hyderabad,Telangana,India
square yards,Real Estate Advisory,Gurgaon,49.8,Private Equity,Unknown Investors,2015,May,Real Estate / PropTech,Gurgaon,Haryana,India
fintellix,Banking Analytics,Bangalore,124.5,Private Equity,"Idg Ventures, Sequoia Capital",2015,May,FinTech,Bangalore,Karnataka,India
delhivery,Ecommerce,Gurgaon,705.5,Private Equity,"Tiger Global Maunknowngement, Multiples Alterunknownte Asset Maunknowngement, Nexus Venture Partners, Times Internet",2015,May,Ecommerce / Retail,Gurgaon,Haryana,India
swiggy,Online Food Delivery,Bangalore,124.5,Private Equity,Norwest Venture Partners,2015,May,FoodTech,Bangalore,Karnataka,India
box8,Online Food Delivery,Mumbai,29.05,Private Equity,Mayfield Ventures,2015,May,FoodTech,Mumbai,Maharashtra,India
toppr,Edtech,Mumbai,83.0,Private Equity,"Fidelity Growth Partners India, Saif Partners, \\Xc2\\Xa0 Helion Ventures",2015,May,Enterprise / SaaS,Mumbai,Maharashtra,India
vedantu,Edtech,Bangalore,41.5,Private Equity,"Accel, Tiger Global Maunknowngement",2015,May,Enterprise / SaaS,Bangalore,Karnataka,India
buyhatke,Online Product Comparison,Bangalore,8.3,Seed,"S.Gopalakrishunknownn, Beenos",2015,May,Consumer Internet,Bangalore,Karnataka,India
uniken,Online Security,Pune,16.6,Private Equity,Exfinity Ventures,2015,May,Consumer Internet,Pune,Maharashtra,India
grandopinion,Online Medical Diagnostic,Delhi,1.25,Seed,Florida Based Angel Investor,2015,May,HealthTech,Delhi,Delhi,India
zapstitch,Cloud Data Integration,Bangalore,16.6,Private Equity,"Helion Venture Partners, Orios Venture Partners",2015,May,Analytics / Big Data,Bangalore,Karnataka,India
wassup,Mobile Laundry Cleaning,Chennai,16.6,Private Equity,"Arun Chandra Mohan, Praveen Sinha",2015,May,Climate / CleanTech / Energy,Chennai,Tamil Nadu,India
indianrootscom,Lifestyle Ecommerce Portal,Gurgaon,41.5,Private Equity,Kjs Group,2015,May,Ecommerce / Retail,Gurgaon,Haryana,India
redpolka,Online Fashion Aggregator,Mumbai,2.08,Seed,Unknown Investors,2015,May,Consumer Internet,Mumbai,Maharashtra,India
venturesity,Online Job Skills Showcase,Bangalore,2.24,Seed,"Phanindra Sama, Jay Sethuram, Hemant Kaunknownkia, Ravi Trivedi",2015,May,EdTech,Bangalore,Karnataka,India
chaayos,Offline Tea,Delhi,8.3,Private Equity,Tiger Global Maunknowngement,2015,May,Others,Delhi,Delhi,India
akosha,Business Messaging,Delhi,132.8,Private Equity,Sequoia Capital,2015,May,Others,Delhi,Delhi,India
cooey,Healthcare,Bangalore,3.9,Seed,Subhash Goyal,2015,May,HealthTech,Bangalore,Karnataka,India
meetuniv,Online Edtech,Noida,8.3,Seed,Peesh Venture Capital,2015,May,Consumer Internet,Noida,Uttar Pradesh,India
crownit,Hyperlocal Mobile,Gurgaon,45.65,Private Equity,"Accel, Helion Venture Partners",2015,May,Others,Gurgaon,Haryana,India
trucksfirst,Trucking Logistic Operations,Gurgaon,83.0,Private Equity,Saif Partners,2015,May,Logistics / Supply Chain,Gurgaon,Haryana,India
lookup,B2C Messaging,Bangalore,24.9,Private Equity,Biz Stone,2015,May,Others,Bangalore,Karnataka,India
xc2xa0nudgespot,Customer Engagement,Bangalore,5.19,Seed,"Kae Capital, Anoop Goyal, Mike Shah, Va Sastry",2015,May,Others,Bangalore,Karnataka,India
eveningflavors,Online Table Reservation,Bangalore,4.15,Seed,Sandiep Shrivatsava,2015,May,Consumer Internet,Bangalore,Karnataka,India
zenparent,Parents Focused Web Content,Bangalore,4.15,Seed,I2India Ventures,2015,May,Real Estate / PropTech,Bangalore,Karnataka,India
urbanpro,Ondemand,Bangalore,16.6,Private Equity,Nirvaunknown Venture Advisors,2015,May,Others,Bangalore,Karnataka,India
goodbox,Ondemand Business Messaging,Bangalore,1.66,Seed,Manipal Group,2015,May,Others,Bangalore,Karnataka,India
renderlogy,Online Home Dxc3Xa9Cor,Hyderabad,8.3,Private Equity,Astarc Ventures,2015,May,Consumer Internet,Hyderabad,Telangana,India
postman,Api Workflow,Bangalore,8.3,Seed,Nexus Venture Partners,2015,May,Others,Bangalore,Karnataka,India
casa2inns,Affordable Hotel Booking Online,Delhi,41.5,Private Equity,"Accel, Kalaari Capital",2015,May,Consumer Internet,Delhi,Delhi,India
fleetrover,Logistics,Goa,1.49,Seed,"Tim Chen, Sanjay Venkat",2015,May,Logistics / Supply Chain,Panaji,Goa,India
thekarrier,Last Mile Logistics,Bangalore,1.99,Seed,"Sol Primero, Outbox Ventures, Nikunj Jain",2015,May,Logistics / Supply Chain,Bangalore,Karnataka,India
zoomcar,Selfdriven Car Rental,Bangalore,41.5,Private Equity,Sequoia Capital,2015,May,Mobility / Automotive / EV,Bangalore,Karnataka,India
ather energy,Electric Scooter Manufacturer,Bangalore,99.6,Private Equity,Tiger Global,2015,May,Others,Bangalore,Karnataka,India
swiggy,Online Food Delivery,Bangalore,16.6,Private Equity,"Accel, Saif Partners",2015,April,FoodTech,Bangalore,Karnataka,India
bluegape,Web Content Publishing,Gurgaon,1.66,Seed,"Rudy Gopalakrishunknownn, Ah! Ventures",2015,April,Others,Gurgaon,Haryana,India
keeptrax,Location Based,Dallas,8.3,Seed,Unknown,2015,April,Others,Dallas,Texas,USA
instalively,Video Streaming,Delhi,1.0,Seed,"Rajesh Sawheny, Rajan Aunknownndan, Amit Ranjan, Niraj Singh, Aecal, Meraevents.",2015,April,Media / Entertainment / Gaming,Delhi,Delhi,India
pricejugaad,Price Comparison,Hyderabad,1.37,Seed,"Amit Tyagi, Sandeep Acharya, Others",2015,April,Others,Hyderabad,Telangana,India
quikr,Online Classifieds,Mumbai,1245.0,Private Equity,"Tiger Global, Investment Ab Kinnevik, Steadview Capital",2015,April,Consumer Internet,Mumbai,Maharashtra,India
pressplay,Travel Entertainment,Delhi,18.26,Seed,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, And Amit Bhatiani",2015,April,Artificial Intelligence,Delhi,Delhi,India
firstcrycom,Ecommerce,Pune,83.0,Private Equity,"Silicon Valley Ventures, Nea Ventures, Valiant Capital, Idg Ventures India, \\Xc2\\Xa0 Saif Partners, Vertex Ventures",2015,April,Ecommerce / Retail,Pune,Maharashtra,India
mobikwik,Digital / Mobile Wallet,Gurgaon,207.5,Private Equity,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",2015,April,Enterprise / SaaS,Gurgaon,Haryana,India
olacabs,Cab Aggregator,Bangalore,3320.0,Private Equity,"Dst Global, Steadview Capital, Tiger Global, Accel, Others",2015,April,Others,Bangalore,Karnataka,India
gadgetwood,Device Repair Svcs,Delhi,1.66,Seed,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal, \\Nnitin Singhal, Others",2015,April,Artificial Intelligence,Delhi,Delhi,India
bonhomia,Premium Beverages,Delhi,16.6,Seed,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra, Others",2015,April,FoodTech,Delhi,Delhi,India
changer mints,Digital / Mobile Wallet,Kolkata,1.37,Seed,Hyderabad Based Investor,2015,April,Enterprise / SaaS,Kolkata,West Bengal,India
urban ladder,Online Furnishingnecommerce,Bangalore,415.0,Private Equity,"Sequoia Capital, Tr Capital, Steadview Capital, Saif Partners, Kalaari Capital",2015,April,Ecommerce / Retail,Bangalore,Karnataka,India
whatfix,Interactivexc2Xa0 Howto Guides,Bangalore,7.47,Seed,"Helion Venture Partner, Powerhouse Ventures, Gsf And Other Angel Investors",2015,April,Others,Bangalore,Karnataka,India
zomato,Restaurant Reviews,Gurgaon,207.5,Private Equity,Info Edge (India),2015,April,FoodTech,Gurgaon,Haryana,India
zopnow,Online Grocer,Bangalore,83.0,Private Equity,"Dragoneer Investment, Accel, Qualcomm Ventures, Times Internet",2015,April,Consumer Internet,Bangalore,Karnataka,India
nayi disha,Edtech,Delhi,2.49,Seed,Ajay Relan,2015,April,Enterprise / SaaS,Delhi,Delhi,India
commeasure,Online Hotel Booking,Noida,8.3,Seed,Jungle Ventures,2015,April,Consumer Internet,Noida,Uttar Pradesh,India
capricoast,Online Kitchen Furniture,Bangalore,10.38,Seed,Accel Partners India,2015,April,FoodTech,Bangalore,Karnataka,India
localoye,Hyperlocal Online,Mumbai,41.5,Private Equity,"Tiger Global Maunknowngement, Lightspeed",2015,April,Consumer Internet,Mumbai,Maharashtra,India
grofers,Hyperlocal Online/Mobile Grocery,Gurgaon,290.5,Private Equity,"Tiger Global, Sequoia Capital",2015,April,Consumer Internet,Gurgaon,Haryana,India
peppertap,Hyperlocal Online/Mobile Grocery,Gurgaon,83.0,Private Equity,"Saif Partners, Sequoia Capital",2015,April,Consumer Internet,Gurgaon,Haryana,India
policy bazaar,Online Policy Aggregator,Gurgaon,332.0,Private Equity,"Premjiinvest, Tiger Global, Ribbit Capital",2015,April,Consumer Internet,Gurgaon,Haryana,India
urbanclap,Hyperlocal Mobile,Delhi,13.28,Seed,"Saif Partners, Accel, Kuunknownl Bahl, Rohit Bansal",2015,April,Others,Delhi,Delhi,India
taskbob,Ondemandnmobile Handyman,Mumbai,9.96,Seed,"Orios Venture Partners, Mayfield India",2015,April,Others,Mumbai,Maharashtra,India
robosoft,Mobile Development,Udupi,99.6,Private Equity,"Ascent Capital, Kalaari Capital",2015,April,Mobility / Automotive / EV,Udupi,Karnataka,India
pastiwala,Material Collection & Recycling,Vadodara,33.2,Private Equity,Agnus Capital,2015,April,Others,Vadodara,Gujarat,India
1mg healthkartplus,Online Pharmacy & Drug Db,Gurgaon,49.8,Private Equity,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital, Kae Capital",2015,April,HealthTech,Gurgaon,Haryana,India
freshdesk,Online / Mobile Customer Support,Chennai,415.0,Private Equity,"Tiger Global, Google Capital, Accel",2015,April,Consumer Internet,Chennai,Tamil Nadu,India
sulekhacom,Online Classifieds & Listings,Chennai,232.4,Private Equity,Gic Ventures,2015,April,Consumer Internet,Chennai,Tamil Nadu,India
eatshoplove,Fashion Ecommerce,Bangalore,29.05,Private Equity,Unknown Investor,2015,April,Ecommerce / Retail,Bangalore,Karnataka,India
avanti learning,Private Coaching Centers,Delhi,12.45,Private Equity,"Michael, Susan Dell Foundation, Pearson Learning Fund",2015,April,Others,Delhi,Delhi,India
simplilearn,Online Certification Courses,Bangalore,124.5,Private Equity,"Mayfield Ventures, Kalaari Capital, Helion Ventures",2015,April,Consumer Internet,Bangalore,Karnataka,India
craftstvilla,Ethnic Product Ecommerce,Mumbai,149.4,Private Equity,"Sequoia Capital, Nexus Venture Partners, Lightspeed Ventures, Gfc",2015,April,Ecommerce / Retail,Mumbai,Maharashtra,India
headout,Last Minute Travel Deals Mobile,Bangalore,14.94,Seed,"Version One Ventures, 500 Startups, Nexus Venture Partners And Areunknown Ventures",2015,April,Travel / Hospitality,Bangalore,Karnataka,India
happay,Usiness Expense Management,Bangalore,4.15,Seed,Angelprime,2015,April,Others,Bangalore,Karnataka,India
jugnoo,Auto Rickshaw Based Logistics,Chandigarh,8.3,Seed,"Rakesh Mathur, Vikas Taneja, Others",2015,April,Logistics / Supply Chain,Chandigarh,Chandigarh,India
coverfox,Online Insurance Aggregator,Mumbai,99.6,Private Equity,"Accel Us, Accel, Saif Partners.",2015,April,FinTech,Mumbai,Maharashtra,India
torqus,Restaurant Management,Pune,2.9,Seed,"S S Mukherji, Others",2015,April,FoodTech,Pune,Maharashtra,India
grab,Food Logistics & Delivery,Mumbai,8.3,Seed,"Oliphans Capital, Haresh Chawla",2015,April,FoodTech,Mumbai,Maharashtra,India
logicroots,Interactive Educational Games,Jaipur,3.32,Seed,"Ah! Ventures, Calcutta Angels, \\Xc2\\Xa0 91Springboard",2015,April,EdTech,Jaipur,Rajasthan,India
babajobs,Grey Collar Job Board,Bangalore,83.0,Private Equity,"Seek Ltd, Affiliates",2015,April,HRTech,Bangalore,Karnataka,India
jay robotix,Robotic Program Learning,Hyderabad,2.08,Seed,"Cross Border Angels, Others",2015,April,EdTech,Hyderabad,Telangana,India
naaptolcom,Teleshopping / Ecommerce,Mumbai,178.45,Private Equity,"Mitsui, Co, Existing Investors",2015,April,Ecommerce / Retail,Mumbai,Maharashtra,India
reglobe,Used Gadgets Buy / Refurbishing,Gurgaon,8.3,Seed,"Bessemer Ventures, Blume Ventures",2015,April,Others,Gurgaon,Haryana,India
icertis,Cloud Enterprise Software,Pune,49.8,Private Equity,"Greycroft Partners, Fidelity Growth Partners",2015,April,Enterprise / SaaS,Pune,Maharashtra,India
tracxn,Analytics,Bangalore,29.05,Private Equity,Saif Partners,2015,April,Analytics / Big Data,Bangalore,Karnataka,India
tradelab,Financial Markets Software,Bangalore,3.32,Seed,Rainmatter,2015,April,FinTech,Bangalore,Karnataka,India
piqube,Hiring Analytics,Chennai,4.15,Seed,The Hr Fund,2015,April,Analytics / Big Data,Chennai,Tamil Nadu,India
travel triangle,Online Travel,Noida,66.4,Private Equity,"Bessemer Venture Partners, Saif Partners",2015,April,Consumer Internet,Noida,Uttar Pradesh,India
trulymadlycom,Other,Unknown,45.65,Private Equity,"Helion Venture Partners, Kae Capital",2015,March,Others,,,
instalively,Other,Unknown,1.0,Seed,Group Of Angel Investors,2015,March,Others,,,
vserv,Other,Unknown,124.5,Private Equity,"Maverick Capital, Idg Ventures India",2015,March,Others,,,
niffler,Other,Unknown,8.3,Seed,Saif Partners,2015,March,Others,,,
customfurnishcom,Other,Unknown,20.75,Private Equity,"Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu, Sidbi",2015,March,Others,,,
mapmygenome,Other,Unknown,9.96,Private Equity,"Rajan Aunknownndan, Other Angel Investors",2015,March,Others,,,
crowdfire formerly justunfollow,Other,Unknown,20.75,Private Equity,Kalaari Capital,2015,March,Others,,,
bite club,Other,Unknown,4.15,Seed,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal",2015,March,Others,,,
appedo,Other,Unknown,8.3,Seed,Unknown Investors,2015,March,Others,,,
fitraqcom,Other,Unknown,1.25,Seed,Tarun Arora,2015,March,Others,,,
chargebee,Other,Unknown,41.5,Private Equity,"Tiger Global, Accel",2015,March,Others,,,
groupon,Other,Unknown,166.0,Private Equity,Sequoia Capital,2015,March,Others,,,
moonfrog labs,Other,Unknown,124.5,Private Equity,"Tiger Global, Sequoia Capital",2015,March,Others,,,
foodpanda,Other,Unknown,913.0,Private Equity,"Rocket Internet Ag, Others",2015,March,Others,,,
diabetomics,Other,Unknown,41.5,Private Equity,"Ventureeast, \\Xc2\\Xa0 Varaprasad Reddy",2015,March,Others,,,
daily rounds,Other,Unknown,4.15,Seed,"Kae Capital, Gsf, Teruhide Sato",2015,March,Others,,,
orobind,Other,Unknown,1.66,Seed,"Zishaan Hayath, Lalit Mangal, Harpreet Singh Grover",2015,March,Others,,,
digital gorkha,Other,Unknown,1.38,Seed,Ramesh Kavediya,2015,March,Others,,,
nestaway,Other,Unknown,10.79,Seed,"Idg Ventures, Naveen Tewari",2015,March,Others,,,
the better,Other,Unknown,1.38,Seed,Iunknowncubeunknownn,2015,March,Others,,,
meru cabs,Other,Unknown,415.0,Private Equity,Value Fund Advisors,2015,March,Others,,,
drivestream,Other,Unknown,41.5,Private Equity,Wipro,2015,March,Others,,,
wwhere,Other,Unknown,1.66,Seed,Group Of Angel Investors,2015,March,Others,,,
tripoto,Other,Unknown,16.6,Private Equity,"Idg Ventures, Outbox Ventures",2015,March,Others,,,
graphic,Other,Unknown,23.24,Seed,"Ca Media Lp, \\Xc2\\Xa0 Start Media.",2015,March,Others,,,
lets,Other,Unknown,24.9,Seed,Wu Chay Chin,2015,March,Others,,,
collatebox,Other,Unknown,1.49,Seed,Letsventure,2015,March,Others,,,
mahindra first choice,Other,Unknown,124.5,Private Equity,Valiant Capital,2015,March,Others,,,
razorpay,Other,Unknown,1.0,Seed,Y Combiunknowntor,2015,March,Others,,,
furlenco,Other,Unknown,49.8,Private Equity,Lightbox Ventures,2015,March,Others,,,
cubito,Other,Unknown,1.33,Seed,Sol Primero,2015,March,Others,,,
teabox,Other,Unknown,49.8,Private Equity,"Jafco Asia, Keystone Group, Dragoneer Investment, Accel",2015,March,Others,,,
artoo,Other,Unknown,4.15,Private Equity,"Accion Venture Labs, Rianta Capital",2015,March,Others,,,
fxkartcom,Other,Unknown,16.6,Seed,"Dr Mushtaq Shah, Dr Faraz Naqvi",2015,March,Others,,,
oyo,Other,Unknown,207.5,Private Equity,"Greenoaks Capital, Sequoia Capital, Lightspeed Ventures",2015,March,Others,,,
roposocom,Other,Unknown,41.5,Private Equity,"Tiger Global Maunknowngement, Indian Quotient, Binny Bansal",2015,March,Others,,,
teewe,Other,Unknown,14.53,Seed,"Sequoia Capital, India Quotient",2015,March,Others,,,
urjas,Other,Unknown,0.83,Seed,"Solidarity Venture Capital, Others",2015,March,Others,,,
chargein,Other,Unknown,0.83,Seed,Pittie Group,2015,March,Others,,,
yogurt labs,Other,Unknown,0.95,Seed,"Nick Adams, Kiran Bhat, Family Pot Investments Llp",2015,March,Others,,,
limeroadcom,Other,Unknown,249.0,Private Equity,"Tiger Global, Matrix Partners, Lightspeed",2015,March,Others,,,
team indus,Other,Unknown,12.45,Private Equity,"Nandan Nilekani, Rajiv Mody, Ajai Chowdhary",2015,March,Others,,,
arohan financial,Other,Unknown,83.0,Private Equity,Tano Capital,2015,March,Others,,,
billdesk,Other,Unknown,622.5,Private Equity,Ta Associates,2015,March,Others,,,
triphobo,Other,Unknown,24.9,Private Equity,"Mayfield Ventures, Kalaari Capital",2015,March,Others,,,
aryaka,Other,Unknown,132.8,Private Equity,"Trinity Ventures, Interwest Partners, Mohr Davidow Ventures, Presidio Ventures",2015,March,Others,,,
appsdaily,Other,Unknown,132.8,Private Equity,"Zodius Capital, Ruunknownnet, Kalaari Capital, \\Xc2\\Xa0 Qualcomm Ventures",2015,March,Others,,,
faaya,Other,Unknown,0.14,Other,Group Of Angel Investors,2015,February,Others,,,
instabounce,Other,Unknown,0.14,Other,Group Of Angel Investors,2015,February,Others,,,
chloroplast foods,Other,Unknown,0.14,Other,Group Of Angel Investors,2015,February,Others,,,
dealwithus,Other,Unknown,0.14,Other,Group Of Angel Investors,2015,February,Others,,,
cleversharks,Other,Unknown,0.14,Other,Group Of Angel Investors,2015,February,Others,,,
leaf,Other,Unknown,0.14,Other,Group Of Angel Investors,2015,February,Others,,,
smartpocket,Other,Unknown,2.08,Other,"Sol Primero, Rajiv Mehta",2015,February,Others,,,
yumist,Other,Unknown,8.3,Private Equity,Orios Venture Partner,2015,February,Others,,,
firstcry,Other,Unknown,215.8,Private Equity,Valiant Capital Partners,2015,February,Others,,,
holachef,Other,Unknown,2.7,Other,India Quotient,2015,February,Others,,,
frshcoin,Other,Unknown,4.3,Other,"India Quotient, Kae Capital",2015,February,Others,,,
manthan,Other,Unknown,498.0,Private Equity,"Temasek, Norwest Venture Partners",2015,February,Others,,,
culture machine,Other,Unknown,149.4,Private Equity,"Tiger Global, Times Internet, Zodius Capital",2015,February,Others,,,
aisleco,Other,Unknown,0.83,Other,"Aunknownnd Vijay, Shashank Mehrotra, Others",2015,February,Others,,,
freecharge,Other,Unknown,664.0,Private Equity,"Valiant Capital, Tybourne Capital, Sequoia Capital, Runet And Sofiunknown",2015,February,Others,,,
newshunt,Other,Unknown,332.0,Private Equity,"Falcon Edge Capital, Matrix Partners, Sequoia Capital India And Omidyar Network",2015,February,Others,,,
mynoticeperiod,Other,Unknown,24.9,Private Equity,Idg Ventures,2015,February,Others,,,
faasoxe2x80x99s,Other,Unknown,166.0,Private Equity,Lightbox Ventures,2015,February,Others,,,
capital float,Other,Unknown,107.9,Private Equity,"Saif Partners, Sequoia Capital, Aspada",2015,February,Others,,,
nimble wireless,Other,Unknown,24.9,Other,Angelprime,2015,February,Others,,,
stayzilla,Other,Unknown,166.0,Private Equity,"Nexus Venture Partners, Matrix Partners",2015,February,Others,,,
practo,Other,Unknown,249.0,Private Equity,"Sequoia Capital, Matrix Partners",2015,February,Others,,,
20dresses,Other,Unknown,8.3,Other,"Srinivas Aluri, Srinivas Modukury, Bs Nagesh",2015,February,Others,,,
itzcash,Other,Unknown,136.95,Private Equity,Ashok Goel (Promoter),2015,February,Others,,,
