Company_Cleaned,Sector,Headquarters,Amount_Cr,Funding_Round_Type,Lead_Investors,Year,Month,Month_Num,Date
indyfint,Virtual Banking,Bangalore,17.43,Series A,Saravaunknownn Adiseshan,2020,January,1,2020-01-01
zolostays,Accomodation,Unknown,58.1,Unknown,Trifecta Capital,2020,January,1,2020-01-01
ola,Transportation,Bangalore,2581.3,Unknown,"Kia Motors, Hyundai",2020,January,1,2020-01-01
zoomcar,Transport & Rentals,Bangalore,39.84,Unknown,Zoomcar Inc,2020,January,1,2020-01-01
kratikal,Technology,Uttar Pradesh,8.3,Pre-Series A,"Gilda Vc, Art Venture, Rajeev Chitrabhanu",2020,January,1,2020-01-01
froogal,Marketing & Customer Loyalty,Hyderabad,8.3,Pre-Series A,Usunknownbased Angel Investors,2020,January,1,2020-01-01
inframarket,Infratech,Mumbai,166.0,Series A,"Tiger Global, Nexus Venture Partners, Accel, Dhruv Agarwala",2020,January,1,2020-01-01
oyo,Hospitality,Gurgaon,5751.9,Unknown,"Mypreferred Transformation, Avendus Fiunknownnce, SoftBank",2020,January,1,2020-01-01
gomechanic,Automobile & Technology,Delhi,41.5,Series B,Sequoia Capital,2020,January,1,2020-01-01
spinny,Automobile,Delhi,415.0,Unknown,"Norwest Venture Partners, General Catalyst, Fundamentum, Accel",2020,January,1,2020-01-01
ess kay fincorp,Banking,Rajasthan,273.9,Unknown,"Tpg, Norwest Venture Partners, Evolvence India",2020,January,1,2020-01-01
collegedekho,Edtech,Gurgaon,290.5,Series B,"Disrupt Adq, Qic",2021,December,12,2021-12-01
box8,Food,Mumbai,332.0,Unknown,Tiger Global,2021,December,12,2021-12-01
simpl,Consumer,Bangalore,332.0,Series B,"Valar Ventures, Ia Ventures",2021,December,12,2021-12-01
8i ventures,Venture Capital & Private Equity,Mumbai,415.0,Unknown,Unknown,2021,December,12,2021-12-01
payglocal,Fintech,Bangalore,40.67,Series A,Sequoia Capital,2021,December,12,2021-12-01
cure fit,Healthcare,Bangalore,1203.5,Unknown,Zomato,2021,December,12,2021-12-01
pocket fm,Ott,Bangalore,182.6,Series B,"Lightspeed, Times Group, Tanglin Venture Partners",2021,December,12,2021-12-01
chargezone,Automotive,Vadodara,83.0,Unknown,Venture Catalysts,2021,December,12,2021-12-01
planetspark,Edtech,Gurgaon,107.9,Series B,"Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni",2021,December,12,2021-12-01
lendenclub,Fintech,Mumbai,83.0,Series A,"Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund",2021,December,12,2021-12-01
cometchat,Computer Software,Mumbai,83.0,Series A,Sigunknownl Peak Ventures,2021,December,12,2021-12-01
agrostar,Agritech,Pune,581.0,Series D,"Evolvence, Hero Enterprise",2021,December,12,2021-12-01
bizongo,Information Technology &,Mumbai,830.0,Series D,Tiger Global,2021,December,12,2021-12-01
probus insurance,Insurance,Mumbai,55.61,Unknown,Blueorchard Impact Investment Maunknowngers,2021,December,12,2021-12-01
moengage,Software,Bangalore,249.0,Series D,Steadview Capital,2021,December,12,2021-12-01
cloudsek,Computer & Security,Bangalore,58.1,Series A,Massmutual Ventures,2021,December,12,2021-12-01
exponent energy,Automotive,Bangalore,41.5,Pre-Series A,Yournest Vc,2021,December,12,2021-12-01
trinkerr,Capital Markets,Bangalore,54.78,Series A,Accel,2021,December,12,2021-12-01
zorro,Social,Gurgaon,265.6,Seed,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose",2021,December,12,2021-12-01
ultraviolette,Automotive,Bangalore,1245.0,Series C,"Tvs Motor, Zoho",2021,December,12,2021-12-01
nephroplus,Hospital & Health Care,Hyderabad,199.2,Series E,Iifl Asset Maunknowngement,2021,December,12,2021-12-01
unremot,Information Technology &,Bangalore,5.81,Seed,Inflection Point Ventures,2021,December,12,2021-12-01
pingolearn,Edtech,Pune,1.66,Unknown,"Titan Capital, Haresh Chawla, Angellist Syndicate",2021,December,12,2021-12-01
spry,Music,Mumbai,12.45,Seed,"9Unicorns, Ashneer Grover",2021,December,12,2021-12-01
enmovil,Information Technology &,Hyderabad,10.79,Pre-Series A,Anicut Angel Fund,2021,December,12,2021-12-01
asqi advisors,Fintech,Mumbai,8.3,Pre-Series A,Founders Room Capital,2021,December,12,2021-12-01
insurance samadhan,Insurance,Delhi,6.02,Pre-Series A,"9Unicorns, Znl",2021,December,12,2021-12-01
evenflow brands,Consumer Goods,Mumbai,4.15,Unknown,Unknown,2021,December,12,2021-12-01
masterchow,Hauz Khas,Food Beverages,3.83,Seed,Weh Ventures,2021,December,12,2021-12-01
pristyn care,Hospital & Health Care,Gurgaon,796.8,Series E,"Kuunknownl Shah, Deepinder Goyal, Abhiraj Singh Bhal",2021,December,12,2021-12-01
plix,Healthcare,Mumbai,41.5,Series A,"Guild Capital, Rpsg Capital Ventures",2021,December,12,2021-12-01
uni cards,Fintech,Bangalore,581.0,Series A,"General Catalyst, Eight Roads Ventures, Elevation Capital",2021,December,12,2021-12-01
practically,Edtech,Hyderabad,41.5,Unknown,"Nb Ventures, Earlsfield Capital",2021,December,12,2021-12-01
nestasia,Retail,Kolkata,33.2,Series A,"Varun Alagh, Sahil Barua",2021,December,12,2021-12-01
vedic cosmeceuticals,Cosmetics,Noida,265.6,Series A,Sixth Sense Ventures,2021,December,12,2021-12-01
juspay,Fintech,Bangalore,498.0,Series C,Softbank Vision Fund 2,2021,December,12,2021-12-01
tranzact,Information Technology &,Mumbai,58.1,Series A,"Tribe Capital, Prime Venture Partners",2021,December,12,2021-12-01
atomberg,Consumer Electronics,Mumbai,166.0,Unknown,Jungle Ventures,2021,December,12,2021-12-01
ola,Mobility,Bangalore,4150.0,Unknown,Marquee Interunknowntiounknownl Institutiounknownl Investors,2021,December,12,2021-12-01
mohalla tech,Social Media,Bangalore,2207.8,Series G,Alkeon Capital,2021,December,12,2021-12-01
stack,Fintech,Bangalore,37.35,Seed,"Y Combiunknowntor, Harvard Maunknowngement",2021,December,12,2021-12-01
propreturns,Real Estate,Mumbai,9.96,Unknown,"Y Combiunknowntor﻿, ﻿Goodwater Capital",2021,December,12,2021-12-01
weskill,Edtech,Gurgaon,33.2,Pre-Seed,"Shrishti Sahu, Umang Vohra",2021,December,12,2021-12-01
fitpage,Healthcare,Mumbai,2.49,Unknown,"Astra Ventures, Gaurav Jaitly",2021,December,12,2021-12-01
shopmylooks,Digital,Noida,1.66,Unknown,"Capital A, Collective Artists Network",2021,December,12,2021-12-01
bytelearn,Edtech,Noida,78.85,Seed,"Aditya Singhal, Nishant Sinha",2021,December,12,2021-12-01
dista,Computer Software,Pune,9.96,Seed,Pentathlon Ventures,2021,December,12,2021-12-01
ofbusiness,Fintech,Gurgaon,2697.5,Unknown,"Alpha Wave Ventures Ii, Tiger Global Maunknowngement, Softbank Vision Fund Ii",2021,December,12,2021-12-01
bizongo,B2B Ecommerce,Mumbai,830.0,Series D,Tiger Global,2021,December,12,2021-12-01
frnd,Online Media,Bangalore,53.95,Series A,Krafton,2021,December,12,2021-12-01
metadome,Computer Software,Bangalore,33.2,Pre-Series A,"Chiratae Ventures, Lenskart Vision Fund",2021,December,12,2021-12-01
keka hr,Information Technology &,Hyderabad,13.28,Unknown,Recur Club,2021,December,12,2021-12-01
flo mobility,Industrial Automation,Bangalore,3.32,Unknown,"Devx Venture Fund, Blume Founder Fund",2021,December,12,2021-12-01
yodacart,Ecommerce,Thane,1.87,Pre-Seed,Ajith Daneil,2021,December,12,2021-12-01
thehousemonk,Real Estate,Bangalore,41.5,Unknown,Aurum Proptech,2021,December,12,2021-12-01
zepto,Ecommerce,Bangalore,830.0,Unknown,Yunknowncombiunknowntor,2021,December,12,2021-12-01
sirona hygiene,Healthcare,Delhi,83.0,Unknown,The Good Glamm Group,2021,December,12,2021-12-01
jumbotail,B2B Ecommerce,Bangalore,705.5,Series C,Invus,2021,December,12,2021-12-01
captain fresh,Logistics,Bangalore,332.0,Series B,"Tiger Global, Prosus Ventures",2021,December,12,2021-12-01
deciwood,Consumer Electronics,Delhi,1.66,Unknown,"Shuru Up, Ankit Kedia, Arun Gupta",2021,December,12,2021-12-01
kohbee,Edtech,Bangalore,1.95,Pre-Seed,"Ankit Mehrotra, Saurabh Aggarwal",2021,December,12,2021-12-01
perfora,Consumer Goods,Gurgaon,2.16,Pre-Seed,Sauce.Vc,2021,December,12,2021-12-01
unbox robotics,Logistics,Pune,58.1,Series A,"3One4 Capital, Sixth Sense Ventures",2021,December,12,2021-12-01
ninety one,Consumer Goods,Ahmedabad,249.0,Series A,A91 Partners,2021,December,12,2021-12-01
gobillion,Social Commerce,Delhi,24.07,Seed,"Ycombiunknowntor, Justin Mateen, Pioneer Fund",2021,December,12,2021-12-01
ripplr,Logistics,Bangalore,99.6,Other,"Sojitz Corporation, Stride Ventures",2021,December,12,2021-12-01
sk finance,Fintech,Jaipur,439.9,Series F,"Iifl Wealth, Tpg Growth, Norwest Venture Partners",2021,December,12,2021-12-01
eggoz,Food,Gurgaon,29.05,Series A,"Nabventures, Avaaunknown Capital",2021,December,12,2021-12-01
fabriclore,Apparel & Fashion,Jaipur,5.81,Pre-Series A,"Fluid Ventures, Mulberry Silks",2021,December,12,2021-12-01
veefin,Information Technology &,Mumbai,24.9,Unknown,Rajesh Rajendran,2021,December,12,2021-12-01
verandah,Apparel & Fashion,Mumbai,8.3,Seed,"Mike Novogratz, Neeraj Arora",2021,December,12,2021-12-01
owo,Food,Gurgaon,24.9,Seed,Unknown,2021,December,12,2021-12-01
esportsxo,Mobile Games,Bangalore,9.13,Seed,We Founder Circle,2021,December,12,2021-12-01
the gourmet jar,Food,Noida,1.25,Unknown,Devx Venture Fund,2021,December,12,2021-12-01
neobank jupiter,Banking,Mumbai,713.8,Series C,"Tiger Global, Sequoia Capital",2021,December,12,2021-12-01
skippi ice pops,Food,Hyderabad,1.08,Unknown,Shark Tank India,2021,December,12,2021-12-01
glii,Dating,Noida,0.08,Seed,We Founder Circle,2021,December,12,2021-12-01
globalbees,Ecommerce,Delhi,921.3,Series B,"Premji Invest, Steadview Capital",2021,December,12,2021-12-01
mamaearth,Healthcare,Gurgaon,307.1,Unknown,Sequoia Capital,2021,December,12,2021-12-01
securenow,Insurance,Gurgaon,49.8,Series B,Apis Insurtech Fund I,2021,December,12,2021-12-01
vendor infra,Construction,Gurgaon,2.2,Unknown,"Sk Tripathi, Sanjeev Gupta",2021,December,12,2021-12-01
hakuna matata,Information Technology &,Chennai,8.3,Unknown,Hardcastle Petrofer,2021,December,12,2021-12-01
onecard,Fintech,Pune,630.8,Unknown,"Ocean View Investment, Qed Fund",2021,December,12,2021-12-01
zepto,Ecommerce,Mumbai,498.0,Unknown,"Glade Brook Capital, Nexus, Y Combiunknowntor",2021,November,11,2021-11-01
fi,Fintech,Bangalore,415.0,Series B,"Capital Group, Falcon Edge",2021,November,11,2021-11-01
kiko live,Commerce,Gurgaon,8.3,Pre-Series A,"Dinesh Agarwal, Amarjit Batra",2021,November,11,2021-11-01
the hosteller,Hospitality,Mumbai,8.3,Pre-Series A,"Sunicon Ventures, Shubhkam Ventures, Jito Angel Network, Faad Network",2021,November,11,2021-11-01
ruptok fintech,Fintech,Delhi,16.6,Pre-Series A,Manuvel Malabar Jewellers,2021,November,11,2021-11-01
vilcart,Retail,Bangalore,16.6,Unknown,Nabventures,2021,November,11,2021-11-01
dogsee chew,Food,Bangalore,58.1,Pre-Series A,Sixth Sense Ventures,2021,November,11,2021-11-01
advantage club,Hr,Gurgaon,27.39,Pre-Series A,"Y Combiunknowntor, Jetty Ventures, Earlsfield Capital, Smc Advisors, Kuunknownl Shah",2021,November,11,2021-11-01
trdr,Fintech,Bangalore,1.25,Unknown,"Kuunknownl Shah, Snehal Fulzele",2021,November,11,2021-11-01
zoomcar,Mobility,Bangalore,763.6,Unknown,Sternaegis Ventures,2021,November,11,2021-11-01
leap,Logistics,Mumbai,83.0,Unknown,Cdc Group,2021,November,11,2021-11-01
superbottoms,Consumer Goods,Mumbai,3.32,Unknown,Alteria Capital,2021,November,11,2021-11-01
cora health,Healthcare,Bangalore,4.98,Seed,Indian Angel Network,2021,November,11,2021-11-01
battery smart,Renewables & Environment,Delhi,58.1,Pre-Series A,"Blume Ventures, Orios Ventures",2021,November,11,2021-11-01
the good glamm,Information Technology &,Pune,1245.0,Series D,"Warburg Pincus﻿, Prosus Ventures",2021,November,11,2021-11-01
mosaic wellness,Healthcare,Mumbai,199.2,Series A,Sequoia Capital,2021,November,11,2021-11-01
cloudfiles,SaaS,Bangalore,2.49,Pre-Seed,Titan Capital,2021,November,11,2021-11-01
the viral fever,Entertainment,Mumbai,16.6,Unknown,Blacksoil,2021,November,11,2021-11-01
xpand,Retail,Delhi,12.45,Pre-Series A,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",2021,November,11,2021-11-01
troo good,Ecommerce,Hyderabad,58.1,Series A,Oaks Asset Maunknowngement,2021,November,11,2021-11-01
prodo,Business Supplies & Equipment,Delhi,2.49,Pre-Seed,"Titan Capital, Letsventure",2021,November,11,2021-11-01
unnati,Fintech,Noida,58.1,Series A,"Incofin, Nabventures, Orios",2021,November,11,2021-11-01
lysto,Nft,Bangalore,24.9,Seed,Beenext,2021,November,11,2021-11-01
wakefit,Furniture,Bangalore,166.0,Series C,Sig,2021,November,11,2021-11-01
buyofuel,Oil & Energy,Coimbatore,0.83,Seed,Inflection Point Ventures,2021,November,11,2021-11-01
electricpe,Ev,Bangalore,24.9,Seed,"Blume Ventures, Micelio Fund",2021,November,11,2021-11-01
vayana network,Fintech,Pune,249.0,Series C,"Cdc Group, Jungle Ventures, March Capital, Marshall Wace",2021,November,11,2021-11-01
valuationary,Edtech,Surat,0.83,Pre-Seed,"Ashish Jain, Ajay Suraunknown",2021,November,11,2021-11-01
knocksense,Online Media,Lucknow,1.25,Unknown,"We Founder Circle, Appyhigh, Mumbai Angels",2021,November,11,2021-11-01
petpooja,Information Technology &,Ahmedabad,37.35,Unknown,"Aroa Ventures, Gvfl, Udaan",2021,November,11,2021-11-01
wingreens farms,Food,Gurgaon,141.1,Unknown,"Investcorp, Omidyar Network",2021,November,11,2021-11-01
doola,Companyasaservice,New York,24.9,Unknown,Nexus Venture Partners,2021,November,11,2021-11-01
eyemyeye,Eyewear,Gurgaon,16.6,Pre-Series A,2000000,2021,November,11,2021-11-01
bombay hemp,Textiles,Mumbai,16.6,Unknown,"Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar",2021,November,11,2021-11-01
dgv,Information Technology &,Bangalore,24.9,Pre-Series A,"Info Edge Ventures, Omnivore",2021,November,11,2021-11-01
guardianlink,Information Technology &,Chennai,99.6,Series A,Kalaari Capital,2021,November,11,2021-11-01
clinikk,Hospital & Health Care,Bangalore,33.2,Pre-Series A,Massmutual Ventures,2021,November,11,2021-11-01
toplyne,Computer Software,Bangalore,20.75,Unknown,"Sequoia Capital, Together Fund",2021,November,11,2021-11-01
mensa,D2C,Bangalore,1120.5,Series B,"Alpha Wave Ventures, Falcon Edge Capital",2021,November,11,2021-11-01
genleap,Professional Training & Coaching,Haryana,66.4,Seed,"Vivek Vaidya, Kevin Donlon, Ayush Singh",2021,November,11,2021-11-01
planys,Maritime,Chennai,13.28,Pre-Series A,"Kieretsu Forum, Lets Venture, Shell",2021,November,11,2021-11-01
wonderchef,Consumer Goods,Mumbai,166.0,Unknown,"Sixth Sense Ventures, Godrej Family Office, Malpani Group",2021,November,11,2021-11-01
gokwik,Information Technology &,Delhi,124.5,Series A,Sequoia Capital,2021,November,11,2021-11-01
velocity,Fintech,Bangalore,166.0,Series A,Valar Ventures,2021,November,11,2021-11-01
salarybox,Fintech,Gurgaon,33.2,Seed,"Yunknowncombiunknowntor, Ame Cloud Ventures, Gokul Rajaram",2021,November,11,2021-11-01
boingg,Furniture,Gurgaon,1.66,Seed,Inflection Point Ventures,2021,November,11,2021-11-01
better capital,Venture Capital & Private Equity,Santra,124.5,Unknown,Unknown,2021,November,11,2021-11-01
tickertape,Fintech,Bangalore,41.5,Unknown,Smallcase,2021,November,11,2021-11-01
disprz,Edtech,Mumbai,107.9,Series B,"Dallas Venture Capital, Mars Growth Capital",2021,November,11,2021-11-01
inzpira,Edtech,Thiruvananthapuram,2.49,Seed,"Raj Nair, Gopiunknownth Latpate",2021,November,11,2021-11-01
defy,Fintech,Bangalore,45.65,Unknown,"Y Combiunknowntor, Goat Vc, Jam Fund, Goodwater Capital",2021,November,11,2021-11-01
mindhouse,Healthcare,Gurgaon,49.8,Seed,"Binny Bansal, General Catalyst",2021,November,11,2021-11-01
homversity,Housing,Ahmedabad,1.29,Unknown,Unknown,2021,November,11,2021-11-01
toppersnotes,Edtech,Jaipur,8.3,Seed,Inflection Point Ventures,2021,November,11,2021-11-01
nobrokercom,Real Estate,Bangalore,17.43,Series E,"General Atlantic, Tiger Global, Moore Strategic Ventures",2021,November,11,2021-11-01
haber,Industrial Automation,Pune,166.0,Series B,Ascent Capital,2021,November,11,2021-11-01
true balance,Fintech,Gurgaon,249.0,Unknown,"Northern Arc, Arthmate, Shine Star, E Clear, Hinduja",2021,November,11,2021-11-01
recordent,Fintech,Hyderabad,3.32,Unknown,"Family Office Of Kantamaneni, Iim Calcutta Innovation Park",2021,November,11,2021-11-01
koparo,Consumer Goods,Delhi,5.81,Seed,"Saama Capital﻿, ﻿Titan Capital﻿, Dsg Consumer Partners",2021,November,11,2021-11-01
indifi,Fintech,Gurgaon,332.0,Unknown,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel",2021,November,11,2021-11-01
settl,Real Estate,Bangalore,4.15,Seed,"Ah! Ventures, We Founder Circle",2021,November,11,2021-11-01
park,Technology,Delhi,207.5,Series B,"Sequoia Capital, Matrix Partners",2021,November,11,2021-11-01
simple energy,Automotive,Bangalore,174.3,Other,Unknown,2021,November,11,2021-11-01
dream sports,Sports,Mumbai,6972.0,Unknown,"Falcon Edge, Dst Global, D1 Capital, Redbird Capital, Tiger Global",2021,November,11,2021-11-01
spinny,Automotive,Gurgaon,2058.4,Series E,"Abu Dhabi Growth Fund, Tiger Global",2021,November,11,2021-11-01
rentomojo,Furniture Rental,Bangalore,83.0,Unknown,"Accel, Bain Capital",2021,November,11,2021-11-01
slice,Fintech,Bangalore,1826.0,Series B,"Tiger Global, Insight Partners",2021,November,11,2021-11-01
21k school,Edtech,Bangalore,41.5,Pre-Series A,Ronnie Screwvala,2021,November,11,2021-11-01
adda247,Edtech,Gurgaon,166.0,Series B,Westbridge Capital,2021,November,11,2021-11-01
loop health,Hospital & Health Care,Pune,99.6,Unknown,"Elevation, General Catalyst",2021,October,10,2021-10-01
rupifi,Fintech,Bangalore,8.3,Debt,Alteria Capital,2021,October,10,2021-10-01
renee cosmetics,Cosmetics,Ahmedabad,12.45,Pre-Series A,"Equanimity Ventures, 9Unicorns",2021,October,10,2021-10-01
svish,Consumer Goods,Gurgaon,3.32,Seed,Nueva,2021,October,10,2021-10-01
progcap,Fintech,Delhi,249.0,Series C,Tiger Global,2021,October,10,2021-10-01
smartstaff,Recruitment,Bangalore,35.69,Unknown,"Blume Ventures, Nexus Venture Partners",2021,October,10,2021-10-01
dmoksha homes,Textiles,Mumbai,4.73,Seed,"Apoorva Sharma, The Chenunknowni Angels, Karthik Bhat",2021,October,10,2021-10-01
ans commerce,Ecommerce,Gurgaon,18.26,Pre-Series A,"Gokul Rajaram, Venture Catalysts",2021,October,10,2021-10-01
mobileware,Information Technology &,Mumbai,39.01,Unknown,Kvanto Payment Services,2021,October,10,2021-10-01
gramcover,Insurance,Noida,58.1,Series A,"Siaunknown Capital, Inflexor Ventures, Stride Ventures",2021,October,10,2021-10-01
byjus,Edtech,Bangalore,2490.0,Unknown,"Oxshott Capital Partners, Xn Exponent, Edelweiss",2021,October,10,2021-10-01
hyperface,Information Technology &,Bangalore,10.79,Unknown,"Kuunknownl Shah, Better Capital",2021,October,10,2021-10-01
licious,Food,Bangalore,431.6,Series G,Unknown,2021,October,10,2021-10-01
chalo,Mobility,Mumbai,332.0,Series C,"Lightrock India, Filter Capital",2021,October,10,2021-10-01
kaar,Information Technology &,Chennai,33.2,Unknown,Blacksoil,2021,October,10,2021-10-01
sunstone eduversity,Edtech,Gurgaon,232.4,Series B,Westbridge Capital,2021,October,10,2021-10-01
ozonetel,Telecommunications,Hyderabad,41.5,Series A,Stakeboat Capital,2021,October,10,2021-10-01
coinswitch kuber,Crypto,Bangalore,2158.0,Series C,"Coinbase Ventures, Andreessen Horowitz",2021,October,10,2021-10-01
pazcare,Insurance,Bangalore,29.05,Seed,"Beenext, 3One4 Capital",2021,October,10,2021-10-01
kwh bikes,Automotive,Bangalore,16.6,Seed,"Let’S Venture, Better Capital",2021,October,10,2021-10-01
ibsfintech,Information Technology &,Bangalore,8.3,Pre-Series A,Unknown,2021,October,10,2021-10-01
twin health,Healthcare,Chennai,1162.0,Series C,"Sequoia Capital, Iconiq Capital, Perceptive Advisors",2021,October,10,2021-10-01
trica,Equity Management,Mumbai,24.9,Seed,Letsventure,2021,October,10,2021-10-01
rebel foods,Cloud Kitchen,Mumbai,1452.5,Series F,Qatar Investment Authority,2021,October,10,2021-10-01
profitwheel,Marketing & Advertising,Mumbai,24.9,Seed,"Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani",2021,October,10,2021-10-01
log 9 materials,Nanotechnology,Bangalore,16.6,Unknown,Petrounknowns Ventures,2021,October,10,2021-10-01
chingari,Entertainment,Bangalore,157.7,Unknown,Solaunknown,2021,October,10,2021-10-01
ishitva,Computer Software,Ahmedabad,8.3,Pre-Series A,Inflection Point Ventures,2021,October,10,2021-10-01
ola,Automotive,Bangalore,1660.0,Unknown,"Falcon Edge, SoftBank",2021,October,10,2021-10-01
leapclub,Community,Gurgaon,6.72,Pre-Series A,"Enzia Ventures, Kuunknownl Shah",2021,October,10,2021-10-01
f5,Retail,Delhi,4.98,Pre-Series A,Auxano Capital,2021,October,10,2021-10-01
foreignadmits,Higher Education,Bangalore,3.32,Seed,Unicorn India Ventures,2021,October,10,2021-10-01
salt,Fintech,Bangalore,4.15,Pre-Seed,"Prashant Pansare, Supermorpheus",2021,October,10,2021-10-01
earnwealth,Fintech,Pune,4.15,Pre-Series A,Unknown,2021,October,10,2021-10-01
visit health,Healthcare,Delhi,62.25,Unknown,Docprime Technologies,2021,October,10,2021-10-01
craterclub,Media,Bangalore,5.81,Seed,Lc Nueva Aif,2021,October,10,2021-10-01
